text,emotion,label_id,emotion_code
내 외모가 아닌 실력을 봐주는 곳이 분명 있을 거야.,sad,1,E40
결국은 큰 소리가 오가고 의견이 흩어져 흐지부지되었어. 결정 못 하고 다음에 다시 모이기로 했으니 다음에는 잘 되면 좋겠어.,anxiety,2,E37
아버지가 간암으로 돌아가셔서 간 수치가 높게 나오면 걱정이 돼.,anxiety,2,E35
늦은 시간 귀가하는데 같은 모임 사람들로부터 안부문자가 왔어.,neutral,4,E66
성적이 너무 잘 나와서 선생님이 어느 대학이든 고르라고 하셨어. 그래서 기분이 좋아.,neutral,4,E66
나는 거절하는데도 어떤 애가 자꾸 같이 놀자고 해서 귀찮아.,anger,3,E19
요즘 남자친구랑 연애하는 게 정말 좋아.,joy,0,E64
계획이 있어야 덜 불안할 거 같아.,anxiety,2,E37
부모님께 내 생각이 어떤지 말씀드리고 같이 의논해 봐야겠어.,anger,3,E18
취업을 빨리 해야 되는데 그게 잘 안돼.,anxiety,2,E37
전염병에 걸리는 바람에 며칠째 일이 밀려서 너무 화가 나.,anger,3,E18
맞아. 빨리 치료받기를 원하는 마음에서 했어.,neutral,4,E66
부모님은 왜 내 장래에 대해 관심이 없을까? 속상해.,sad,1,E40
요새 다니는 학원이 너무 좋아.,joy,0,E64
친구들도 많이 만들었어. 부산에도 있고 광주에도 있고.,joy,0,E64
요새 가족 관계가 만족스러워.,joy,0,E64
어떤 일을 해도 미리 내가 이 일을 하면서 성공할 수 없을 거 같아 포기하게 돼.,sad,1,E49
에이에스센터를 불러서 빨리 고쳐 놔야겠어.,anxiety,2,E50
자식들에게 전화해서 자랑 좀 하려고. 너희 엄마가 이렇게 좋은 사람이라고 말이야.,joy,0,E64
영심 할머니에게 내 재정상태를 이야기하고 나중에라도 돈을 받을 수 있도록 해놓아야겠어.,anxiety,2,E35
남편하고 애들 사이가 점점 나빠지는 거 같아. 남편은 좀 권위적이고 애들은 개성이 강한 편이야.,anxiety,2,E37
나는 해도 안 되나 봐. 어차피 타고난 애들이 다 해먹을 텐데 뭐.,anger,3,E10
와이프가 이젠 대화도 안 하려고 해.,anger,3,E19
작년에 병원에서 비만이라고 판정이 난 이후로 열심히 관리했는데 몸무게가 변하지 않았어. 너무 화가 나!,anger,3,E10
오늘은 출근 시간이 한 시간 늦어져서 느긋해. 만족스러워.,neutral,4,E66
같은 재료로 레시피를 좀 다르게 하면 안 되나?,sad,1,E49
몸도 제대로 가누질 못하면서 술 냄새나 풍기고 말이야.,anger,3,E10
창단할 때부터 활동을 했고 회원들 유대감이 남달랐거든 그런데 체육관 임대를 못 해서 해체한다나 봐.,sad,1,E40
오래 알았지만 알면 알수록 좋은 친구야. 내 인생에 가장 만족스러운 관계야.,joy,0,E64
딸 결혼 준비로 사둔 오피스텔 가격이 많이 올라서 기뻐!,joy,0,E64
남편에게 한번 물어보는 게 좋을 것 같아.,neutral,4,E66
남편한테 무시하는 이유가 뭔지 따져 물어봐야겠어.,anger,3,E18
바르고 긍정적인 생각을 하고 말과 행동 역시 잘해야겠다고 생각했어.,neutral,4,E66
영상 포트폴리오를 만들어서 가능했던 것 같아.,joy,0,E64
동네 노인들이 내 팔순 잔치를 성대하게 열어줘서 감동받았어.,joy,0,E64
아내가 아픈데 오히려 자식들이 예전보다 더 연락을 안 하는 것 같아.,sad,1,E49
오 년 전부터 꾸준히 헬스장을 다닌 덕분인 것 같아.,joy,0,E64
난 정말 결혼을 해야 할지 말아야 할지 잘 모르겠어.,neutral,4,E66
응. 처음 듣는이야기라 정말 당혹스러운데 또 가고 싶기도 해.,anxiety,2,E35
취업 준비생 입장에서 당황스러워. 더군다나 사기업도 아니고 공기업이라니 사기업에는 이런 일이 빈번하게 일어날 것을 생각하니 더 화가 나.,anger,3,E18
곧 명절도 있으니 포상금으로 마음을 전할까 해.,joy,0,E64
오늘도 이야기를 나누고 시계를 봤더니 글쎄 세 시간이 훌쩍 지난 거 있지.,joy,0,E64
영어 수행평가를 완전 죽쒔어.,sad,1,E22
동네 병원에 갔는데 대학병원에 가는 게 좋을 것 같다는 소리를 들었어. 마음이 불안해.,sad,1,E40
지금까지 내가 너무 자녀들에게 관심을 안 가진 탓에 관계가 완전히 마비된 것 같아.,anxiety,2,E25
나만 그런 게 아니라 많은 분들이 단시간에 사기를 당했어.,neutral,4,E66
화목한 가정을 만나게 해주신 부모님께 감사의 마음을 표현하고 싶어.,joy,0,E64
응. 거래처와의 거래 내역을 보기 좋게 잘 정리해놨다고 칭찬받았지.,joy,0,E64
새로 온 선생님이 해결하셨어.,joy,0,E64
회사 일로 발표를 할 땐 늘 상사에게 혼나게 돼.,sad,1,E56
이제는 은퇴할 날만 기다려. 그래서 마음이 편안해.,neutral,4,E66
아들은 아직 몰라. 이번에는 돈을 빌려서 보낸다고 해도 앞으로는 힘들 것 같아.,sad,1,E40
최근에 코로나 일구 관련해서 업무가 한꺼번에 밀렸어. 해야 할 일도 많고 하고 싶은 건 있는데 하지를 못 해서 답답해.,sad,1,E40
응 진짜 파렴치하지. 이혼 소송으로 위자료라도 잘 받아내야 할 텐데.,sad,1,E49
천천히 하는 방법을 찾아 볼 거야.,neutral,4,E66
이런 직원이 너무 마음에 들어. 잘 지내고 싶어.,joy,0,E64
주변 사람들에게 최대한 도움을 청해야겠어.,anxiety,2,E37
가족과 친구들에게 더 잘했어야 했는데 그러지 못한 나 자신이 안타까워.,anger,3,E18
고혈압으로 중풍이 온 후 거동이 어려워지고 뭐든 집중하기가 어려워졌어.,anxiety,2,E35
응. 남들은 화목하게 잘만 지내던데 왜 우리 집만 이러는지 모르겠어.,anxiety,2,E31
나는 사람들과 어렵게 않게 친해지는 것 같아.,joy,0,E64
나도 나이가 들고 주위 사람들도 나이가 들어가니 왠지 더 죽음이 두렵고 삶이 허무해.,anxiety,2,E25
평소에는 잘하지 않는 일이라 당황스럽고 부끄러웠어.,sad,1,E56
조용한 장소에서 기침이 멈추지 않아. 사람들이 다 나를 쳐다보았어.,sad,1,E56
이 회사만의 순서와 절차가 있기에 습관을 버리고 새롭게 배운다는 생각으로 업무를 해야 할 것 같아.,neutral,4,E66
이 점수면 내가 원하는 대학에 갈 수 있을 것 같아서 너무 기쁘고 만족스러워.,joy,0,E64
혼날 생각에 벌써 불안하고 초조해.,anxiety,2,E30
고기를 구워 먹고 후식으로 군고구마를 구워 먹었는데 정말 마음까지 따뜻하고 행복했어.,neutral,4,E66
자꾸 윗선에서 보채서 평소보다 목표치를 높게 잡은 것 같아.,anxiety,2,E37
요새는 마음이 초조하지 않고 여유로워.,neutral,4,E66
일단 형에게 위로를 해드려야겠어.,anxiety,2,E25
요새 허리가 안 좋아서 병원에 다니고 있는데 일하랴 병원다니랴 너무 성가셔.,anger,3,E19
너무 행복한 이 상황을 유지하고 싶어.,neutral,4,E66
내가 입은 옷을 물어보고 꼭 같은 옷을 사는 게 제일 싫어.,anger,3,E19
언제까지고 아르바이트만 하며 살 순 없을 텐데 취업이 너무 어려워. 이런 내가 너무 원망스러워.,sad,1,E56
자연스럽게 퇴직한 것이면 좋았겠지만 사고로 몸이 불편하여 더는 다닐 수 없었어.,sad,1,E22
응 예비 신랑은 도와주지도 않아. 나 혼자만 결혼하는 것도 아닌데.,anger,3,E10
이 동네에는 나와 말이 통하는 사람이 많아.,neutral,4,E66
애들이 많이 늙었지만 나의 마음은 아직 그때랑 똑같아.,neutral,4,E66
은퇴를 해도 주변 이것저것 정리할 일이 참 많아서 귀찮고 짜증나네.,anger,3,E19
내가 하는 이야기에 귀 기울여주고 공감을 잘 해줘.,joy,0,E64
그랬지. 주변에서 도와주신 분들도 있고.,joy,0,E64
친구들에게 따돌림을 당하고 있어서 너무 속상해.,anger,3,E10
내가 고혈압이 있어서 매일 혈압체크를 해야 하는데 너무 귀찮네.,anger,3,E19
전부터 노후 준비를 잘 해뒀더니 여유로워서 기뻐.,neutral,4,E66
회사에서 내 업무들이 늘고 있는데 후임자가 없어. 업무를 분담하지 못해서 화가 나.,anger,3,E19
죽고 사는 것이 마음대로 되지는 않겠지만 죽는 날까지 삶에 충실하자는 교훈에 따라야지요.,neutral,4,E66
당뇨 환자 카페에서 정보를 찾아보려고 해.,anger,3,E10
그래도 나는 나의 꿈에 자부심이 있어.,anxiety,2,E35
나는 정말 한심한 것 같아.,anger,3,E18
남편에게 걱정된다고 말하고 치료비를 벌 다른 방법을 같이 생각해볼래.,anxiety,2,E35
주변 친구들과의 관계가 더 발전하지 않고 그냥 제자리걸음하고 있어. 더 친해지고 싶은데 딱히 발전이 없네.,anxiety,2,E25
내가 퇴직하고 나서 사회적으로 지위를 상실해서 가족에게도 미안해져.,sad,1,E56
친구가 좋은 사업이 있는데 돈이 필요하다고 해서 보증을 섰는데 그게 사기였던 거야.,anger,3,E10
업무량은 줄어서 좋은데 사실 이번 팀장님은 어떤 업무 방식이실지 궁금해.,neutral,4,E66
나이가 쉰인데 자녀 키우기 너무 좋아.,neutral,4,E66
사과하고 싶은데 변명으로 들릴까 봐 어떻게 해야 할지 모르겠어.,sad,1,E56
젊은 날에 힘들었으니 이제는 여유로운 삶을 즐기려고 해.,joy,0,E64
남편이 하는 일도 잘 안 되고 아이들한테 들어가는 돈은 점점 많아지고.,anxiety,2,E30
애들이 너무 놀라면 어쩌지?,anxiety,2,E30
아들에게 몸이 안 좋아서 당분간 같이 살아야겠다고 말하니 내키지 않는 모양이야. 참 속상하네.,anger,3,E18
그런 의미에서 친구가 오늘 저녁에 우리 집에 와서 같이 저녁 먹기로 했어. 지금 준비 중이야.,joy,0,E64
어제도 아버지랑 엄마가 싸웠는데 난 아빠랑 엄마가 다툴 때마다 불안해. 두 분이 이혼 할까봐.,anxiety,2,E30
고혈압에 걸린 것도 서러운데 식사도 마음대로 할 수가 없네.,anger,3,E19
경치가 너무 좋더라고. 구경도 잘하고 잘 쉬다가 왔지.,joy,0,E64
그래도 친한 친구니까 빌려줄 거야.,sad,1,E22
응. 그래서 투자금을 늘리려고 해.,joy,0,E64
하도 술을 많이 먹고 늦게 오기에 화를 냈더니 적반하장으로 나를 나무라더라고. 기가 차서 말이 안 나와.,anger,3,E10
많이 준비했는데 너무 아쉽고 슬퍼.,sad,1,E22
얼마 전에 삼십 년 넘게 함께 살았던 아내와 이혼했어.,sad,1,E22
왜들 그렇게 나만 보면 뭐 맡겨 놓은 것처럼 힘들게 하나 몰라.,anger,3,E19
내가 남자 친구에게 더 자주 연락을 해야겠어.,anxiety,2,E37
아들도 어린데 남편이 죽은 것이 내 탓인 것만 같아서 너무 자괴감이 들어.,anger,3,E19
사랑을 듬뿍 담은 편지를 써드리려고!,sad,1,E22
주변 사람들에게 지금 문제를 털어놓아야겠어.,anxiety,2,E35
진로를 모르겠는데 부모님도 관심을 안 주니까 진짜 난 쓸모없는 사람이 맞나 봐.,anger,3,E19
물론이지. 부모님도 원하던 곳이라 결과가 정말 만족스러워.,joy,0,E64
부모님과 자꾸 부딪치게 돼. 그러니까 공부할 마음도 안나.,anger,3,E10
응. 매번 거르던 아침밥을 챙겨 먹을 거야!,neutral,4,E66
십 년 전에는 자식한테 돈 쓰느라 없고 지금은 나이 때문에 제대로 벌지도 못해.,anger,3,E19
우리 둘 다 등산을 좋아하는 것을 뒤늦게 깨달았지만 이제라도 함께 등산을 하러 매주 가니까 좋아.,joy,0,E64
돈도 절약되고 편하지만 언제까지 이럴 순 없을 것 같아서 걱정돼.,sad,1,E40
왜냐면 나는 졸업하고 나면 아버지가 하는 사업을 도와줄 거거든.,neutral,4,E66
취업하고 싶은데 늘 면접에서 떨어져서 불안해.,anxiety,2,E30
돈 벌려고 그냥 하는 거지. 내가 잘하는 건 대체 뭘까?,sad,1,E49
손녀가 내가 오늘 퇴원했다고 선물이라며 백 점짜리 시험지를 줬어.,joy,0,E64
내가 늙게 되면 아마 무가치한 인간이 될 거야. 나를 부양할 자식들에게 죄책감을 느껴.,anxiety,2,E50
시험성적 때문에 친구와 다툼이 생겼어. 내가 친구에게 심하게 말한 탓이야.,anger,3,E18
오늘 내 생일인데 딸이 연락을 하나도 안 했어.,anger,3,E18
내가 미쳤지. 왜 그랬을까. 이제 어떻게 해야 하나.,anger,3,E10
요새 인간관계가 만족스러워.,joy,0,E64
몸도 안 좋아서 일도 제대로 할 수가 없어.,sad,1,E49
아내가 오래전부터 담배를 끊으라고 해서 끊고 많이 힘들었는데 이제는 몸도 가볍고 정신도 맑아서 좋아.,joy,0,E64
언제까지나 나에게 꼭 붙어있을 것만 같았는데. 모두 내 탓이야.,anger,3,E19
응. 내가 싫다고 계속 이야기했는데도 자꾸 반복하니까 화가 나.,anger,3,E10
대학수학능력시험을 잘 봐서 서울대에 지원했어.,neutral,4,E66
맞아. 어디 가서 말도 못 하고,anxiety,2,E50
노년이 되고 보니 매사에 자신이 없고 인생에서 패배자 인 듯 느껴진다네.,sad,1,E49
아이들과 아내와 맛있는 저녁을 사서 먹어야겠어.,joy,0,E64
오래되었는데 몇 달 전부터 심해졌어. 직장 생활 자체가 힘들어지는 것 같아.,anxiety,2,E37
나 정말 화나고 억울해.,anger,3,E10
휴일은 가족과 함께할 수 있어 참 좋아.,neutral,4,E66
은행만 가면 자꾸 노후 준비 펀드를 들래서 짜증 나.,anger,3,E19
제주도가 가장 좋았어. 제주도는 다시 가도 좋을 거 같아.,joy,0,E64
아들이 내 말을 무시할 때마다 마비된 느낌이야.,anxiety,2,E25
친구 무리에서 오해가 생겨서 내가 왕따가 됐었는데 그 오해에 대해 다 풀어서 마음이 편해졌어.,neutral,4,E66
글쎄 나이가 삼십이 넘었는데 취직할 생각도 시집갈 생각도 하지 않고 집에서 빈둥빈둥 놀면서 밥이나 축내지 뭐야.,anger,3,E10
엄마가 갑자기 방문을 열고 서랍에 숨겨놓은 성적표를 가지고 갔어. 너무 당황스러워.,anxiety,2,E50
걷기부터 시작해서 운동 시간을 점점 늘려서 건강관리를 해야 할 거 같아.,anxiety,2,E30
최근 들어 약속 시간에 늦기 시작하더니 어제는 약속 시간 한 시간 뒤에야 오더라고. 너무 화가 나.,anger,3,E18
식사 시간마다 아내한테 뭐 먹었는지 알려줘야 해.,anger,3,E19
아무래도 부지런해야 하는 불편함이 있지만 그래도 생활에 활력이 생겼어.,joy,0,E64
맞아. 도움도 안 되는 걸 왜 계속 사달라고 하는 걸까?,anger,3,E19
남은 기말고사도 잘 봐야하니까 열심히해야지.,joy,0,E64
난 재혼가정이야. 근데 아빠와 엄마가 맨날 내 교육 수준을 가지고 싸워.,anger,3,E10
친구들이랑 이야기해서 발표자를 바꿔볼까 해.,anxiety,2,E31
부친이 바쁘셔서 그러지 못했는데 이젠 가능하게 됐어.,neutral,4,E66
취업이 안되니 그냥 포기하고 부모님 집에서 지내고 있어.,anxiety,2,E25
고혈압 초기라고 하는데 내 나이 또래의 사람들은 대부분 비슷해. 그러려니 하고 느긋하게 사는 거지.,neutral,4,E66
연봉뿐만 아니라 승진도 했어.,joy,0,E64
회사에 주말 근무는 할 수 없다고 말하고 그 전날 모든 업무를 완료하겠다고 말해야겠어.,anger,3,E18
국비지원 교육이 있다는 것 같던데 알아봐야겠어. 기술을 익히면 상황이 조금 나아지겠지.,sad,1,E49
회사에서 괜찮은 계약을 달성했는데 다른 동료가 더 큰 건을 계약해서 관심밖으로 밀려서 속상해.,sad,1,E49
남편의 애정이 느껴져서 더 그랬던 것 같아. 하지만 집안일을 아무것도 못 했어.,joy,0,E64
오늘 남자친구랑 싸웠어.,neutral,4,E66
친구가 전교 회장 선거에서 떨어진 게 내 탓이라고 해. 어이가 없어.,anger,3,E18
오늘 친구한테 본의 아니게 막말을 해서 너무 죄책감 느껴.,sad,1,E56
친구들한테 가서 실컷 욕이나 한 바가지 해야지.,anger,3,E18
오늘 회사 사장님이 나보고 속을 알 수 없는 사람이래.,anxiety,2,E35
모르겠어. 내가 어떻게 할 수 있을까?,anxiety,2,E25
처음 도전해보는 요리였는데 무척이나 만족스러워.,joy,0,E64
벌써 삼십 년이라는 시간이 지났네. 그런데도 아직 애들 교육에 신경을 더 써야 해.,anxiety,2,E35
사실 마음에 안 들어 하실까 봐 조금 걱정했었어.,joy,0,E64
하루에도 몇 번씩이나 오는데 상담받다 보니 거기서 좋은 상품을 찾았어.,anger,3,E19
돈 관리에 소홀해서인지 모아 둔 돈이 없어서 내가 한심하고 슬프다.,sad,1,E22
맞아 정말 훌륭한 학교인 것 같아.,neutral,4,E66
이번에 이직한 회사는 수평적인 조직이라서 마음에 들어. 나이나 직급에 상관없이 자유로운 의사소통이 보장되고 서로 의견에 경청해서 정말 좋은 것 같아.,joy,0,E64
억지로 술을 먹다보니까 집에 가서는 토를 하고 다음날 출근하는 것도 힘들어.,anger,3,E10
어떻게 믿었던 친구인데 이럴 수가 있지. 화가 나고 정말 속상해.,anger,3,E10
아내와 같이 건강 검진을 받았는데 아무 이상 없이 건강하다고 해서 만족하고 있어.,joy,0,E64
건강이 이러하니 무엇을 할 수 있겠어.,anxiety,2,E35
앞으로도 좋은 인연 이어가고 싶어.,neutral,4,E66
이번 시험에도 그랬듯 더 노력하면 더 좋은 결과가 나올 거라 믿어.,joy,0,E64
영양제를 사서 꾸준히 먹어봐야겠어.,joy,0,E64
연락처 많다가 별로 없으니 이상하더라. 그래도 마음이 편해서 좋아.,neutral,4,E66
크게 나쁜 곳은 없었어.,neutral,4,E66
만성 당뇨로 몸이 아픈데도 돈이 없어서 병원을 마음대로 갈 수가 없어.,sad,1,E40
팔에 부상을 입었는데도 내가 집안일을 다 해야 되는 게 버려진 기분이 들어.,sad,1,E49
알람이나 가족에게 부탁해서 약을 꾸준히 먹을 수 있도록 도움을 받아야겠어.,anxiety,2,E37
엄마랑 이 문제에 대해서 진지하게 이야기를 해봐야 할 것 같아.,sad,1,E49
갑자기 돈을 잃고 나니 내 인생이 끝나버린 것 같아. 아무런 희망이 보이지 않아.,sad,1,E49
편한 의자에 앉아서 내가 좋아하는 책을 읽는 게 제일 마음이 편해질 것 같아.,neutral,4,E66
힘들었던 일에 대한 보상을 받는 기분이야.,neutral,4,E66
살만큼 살았고 사는 동안 행복했기에 더이상 미련이 없어.갈때되면 편안하고 자연스럽게 죽음을 맞이하고 싶더라고.,neutral,4,E66
나 혼자 울며 겨자 먹기로 내려왔지. 핸드폰도 안 터지고 버려진 참담한 느낌이더라.,sad,1,E49
공부를 열심히 한다고 생각했는데 점수가 낮네. 부끄러워.,sad,1,E56
더 열심히 해서 보너스도 타보려 했는데 어려워.,anxiety,2,E31
쇼핑이지! 쇼핑하러 가야겠다.,joy,0,E64
약을 먹어도 똑같은 걸 보면 의사가 제대로 진단을 못 하는 거 같아서 화가 나.,anger,3,E10
친구랑 사이가 안 좋아졌는데 어떻게 하지?,anxiety,2,E25
새 홍보 전략을 제안하는 발표였는데 분위기도 반응도 정말 좋았어.,joy,0,E64
젊었을 때 건강을 챙겨서 그렇지.,joy,0,E64
초등학교 때부터 제일 친했던 친구와 최근에 절교했어. 마음이 너무 심란해.,sad,1,E40
시험이 얼마 안남았는데 공부를 안해서 학교를 가기가 두려워.,anxiety,2,E31
남편도 앓아 누운지 오래도 나라도 일을 해야 하는데 큰일이야.,anxiety,2,E50
내가 좋아하는 취미생활을 찾는 것이 가장 중요한 것 같아.,neutral,4,E66
남편에게 더 잘하고 간호도 잘해야지.,sad,1,E22
치료비용이 만만치 않은데 우리 아들딸들한테 너무나 미안하고 죄책감마저 들어.,sad,1,E56
싫어하는 걸 알고 있었는데 나도 모르게 실수했네.,anxiety,2,E30
부족한 부분은 보완하고 수정해서 다시 보여드려야겠어.,anxiety,2,E50
친구들과 노후에 대한 이야기를 하다 보니 서로 노후 자금 차이가 상당히 컸어.,anxiety,2,E50
이제 가을이 온 것 같아. 저번 주에 친구들과 도시락 싸서 소풍 다녀왔는데 매우 만족스러웠어.,joy,0,E64
이번 생일에 축하한다고 온종일 전화가 끊이질 않았네.,joy,0,E64
내가 하고 싶은 일이 무엇인지도 모르겠고 어떻게 해야 할지도 모르겠어.,sad,1,E22
내가 필요한 사람만 필요한 때에 만나면 되지 그렇지 않은 사람을 꼭 만날 필요는 없잖아.,neutral,4,E66
마인드를 다르게 하니까 정말 편하고 스트레스도 줄어드네.,joy,0,E64
나 오늘 남자친구한테 차였어. 그만 만나자고 먼저 말하더라.,sad,1,E49
애들한테 그만 괴롭히라고 소리 지르고 싶은 심정이야.,anger,3,E18
오늘 건강 검진 받았는데 병 걸린적도 없는데 암에 걸렸어. 내일부터 몸 관리 좀 해야겠어.,sad,1,E22
어제 길에서 어떤 사람을 마주쳤는데 좀 당황스러웠어.,anxiety,2,E35
적당히 끝내도 문제는 없는데 남의 시선이 너무 신경이 쓰여 화가 나.,anger,3,E19
이 문제에 대해 그녀와 진지하게 이야기해 볼 거야. 안 된다면 아내를 떠나는 방법도 생각해 보겠어.,sad,1,E49
맞아. 혹시 치료비 많이 나올까 봐 걱정 많이 했거든.,neutral,4,E66
아주 편안해. 이 상태로 계속 지속이 되었으면 좋겠다.,neutral,4,E66
새 학년이 되어서 이 선생님 수업은 오늘 처음 들어보는데 잘 가르쳐주셔서 좋아.,joy,0,E64
나 유산했어. 너무 속상해서 계속 눈물만 나네.,sad,1,E22
나는 왜 가족과 행복할 수 없는 건지 내가 너무 불행한 것 같아.,sad,1,E22
남편이랑 싸웠는데 화가 나!,anger,3,E18
단골손님과 다시 이야기를 해 보고 화해해야 할지 고민 중이야.,sad,1,E49
나라는 사람의 가치가 점점 하락하는 것만 같아.,anger,3,E19
자꾸 나이 들면서 머리숱이 줄어들어.,sad,1,E40
친구에게 돈 갚으라고 압박을 주면 안 되겠지.,joy,0,E64
부모님께 은혜를 갚을 수 있도록 결혼 생활도 일도 열심히 할 생각이야.,joy,0,E64
물론 나도 일을 좋아하고 성공하면 성취감에 빠져 사는 칭찬 받는 것을 좋아하는 일군이었지. 그러나 지금은 일을 할 수 없을 정도로 몸이 채력적으로 부실하니 어쩔 수 없네.,anxiety,2,E35
모레까지 보고서를 제출하기로 했는데 집중이 안 돼서 진행이 어렵네.,anxiety,2,E35
부모님한테 솔직하게 얘기해야겠어.,anxiety,2,E25
글쎄. 잘 생각이 나지 않는걸. 하지만 할 수 있는 것을 찾아서 열심히 살아보려고.,anger,3,E19
모든 과목에서 최상위권이야.,joy,0,E64
내가 너무 일을 많이 해서 문제가 생기는 건 아닐지 걱정이야.,anxiety,2,E37
불안한 마음을 말할까 고민 중이야.,anxiety,2,E30
기한 내에 업무를 모두 수행하고 성과도 좋으니 지각을 해도 이해하고 있어.,neutral,4,E66
