text,emotion,label_id
그 사람이 나를 좋아할 줄은 꿈에도 몰랐는데 오늘 좋아한다는 소릴 듣고 당황했어.,neutral,4
나 인제 그만 회사 그만두고 싶어.,sad,1
우리 집 아이 때문에 미치겠어. 공부는 안 하고 하루 종일 게임만 해.,sad,1
우리 회사는 할당된 업무만 제 시간에 마치면 출퇴근이 자유로워서 편해.,joy,0
자녀와 대화 하기가 너무 힘이 드네!,sad,1
친구가 숙제를 안 해 놓고 친한 척 보여 달라고 하는데 짜증이 난다.,anger,3
내일 친구들과 저녁에 약속을 잡았는데 늦을까 봐 걱정돼.,anxiety,2
딸아이가 취업 후 첫 월급으로 내게 선물을 줘서 기쁘다.,joy,0
친구가 병에 걸린 사실을 나한테 숨겨서 싸웠어. 아직 화해하지 못해서 우울해.,sad,1
친구들이 나만 빼고 여행을 갔다 온 것을 우연히 알게 되었어. 기분이 이상해.,anxiety,2
아무도 병문안을 오지 않아 섭섭하다니 나도 늙었나 보네.,neutral,4
그가 나와의 결혼식을 며칠 앞두고 파혼을 요청해 와서 상처받았어.,neutral,4
우리 담임 선생님은 너무 좋아.,joy,0
우리 회사에는 헬스장이 있어서 꾸준히 운동을 했는데 이게 건강에 도움이 많이 됐어.,joy,0
내가 고혈압이 있는데 아내가 고혈압에 좋은 음식이라며 현미밥만 해줘서 짜증이 나.,anger,3
자식들이 다 잘 되고 있어서 노후 걱정이 없어.,joy,0
이 나이 되도록 돈을 모아 놓은 게 없어서 나 자신에게 화가 나.,anxiety,2
내가 이력서를 넣은 회사에서 최종 면접에 참여하라는 연락이 왔어! 너무 좋아!,joy,0
요즘 잠이 잘 오지 않아.,anxiety,2
드디어 나 취직했어!,joy,0
은퇴 후에 나를 고용해 주겠다고 한 회사에서 나를 배신했어.,neutral,4
오늘 면접이 있는데 긴장되고 초조해.,anger,3
너무 화나는 일이 있어.,anger,3
어릴 때부터 큰 손주를 키우다시피 했는데 요즘 큰 손주가 나를 보면 데면데면하네.,sad,1
내가 육십이지만 무엇이든 할 수 있어. 하지만 가족을 위해 참고 빨리 죽는 게 낫겠지.,neutral,4
취업해야 하는데 자꾸 면접에 떨어져서 너무 슬퍼.,sad,1
드디어 취업했다!,joy,0
부모님이 같이 사는 이유는 나 때문이라고 해서 속상해.,neutral,4
부인의 속마음을 잘 모르겠어.,anxiety,2
김 과장 너무 짜증 나!,anger,3
좋아하는 여자에게 고백했는데 내 얼굴이 잘생기지 않아서 싫다고 상처 되는 말을 하면서 찼어.,neutral,4
오늘 친구가 세상을 떠났어.,sad,1
열심히 식사 조절과 운동도 하루에 한 시간씩 꾸준히 걷기 운동을 하는데 체중은 하나도 안 빠져.,anger,3
내 친한 친구가 자꾸만 돈을 빌려 가서 갚지 않아. 작은 푼돈이지만 정말 짜증 나.,anger,3
이번 달 내가 보험계약 일등을 해서 부상으로 제주도 여행권이 나왔어.,joy,0
난 그 친구가 무서워서 가담한 건데 억울하게 나를 주동자로 지목했어. 너무 억울하고 슬퍼.,neutral,4
산후 우울증이 너무 심해서 아이에게 안 좋은 영향을 내가 미치는 거 같아.,anger,3
요즘 같은 시기에 마스크 착용을 어떻게 안 하고 다닐 수가 있지?,anger,3
코로나로 다들 힘든데 우리 회사는 반대로 실적이 올라서 너무 좋아.,joy,0
정이 많이 들었던 회사 동료가 회사를 떠나게 돼서 너무 슬퍼. 눈물 나.,sad,1
우리 막내가 중학교 이 학년인데 요즘 정말 말썽이야.,anger,3
취업이 되지 않을 것 같아서 내 미래가 걱정이야.,anxiety,2
나 어제 면접을 보고 왔는데 실수를 너무 많이 한 것 같아서 걱정돼.,anxiety,2
은퇴 후 아무에게도 연락이 오지 않아 외로워.,neutral,4
친구가 나한테 어떻게 이럴 수 있지?,anger,3
적성에 맞지 않은 학과에 진학한 것 같아. 후회돼.,sad,1
드디어 일을 끝냈어. 너무 힘들었어.,joy,0
비밀로 해왔던 사내 연애가 회사 사람들이 모두 알게 되어서 당황스러워.,neutral,4
직장 옆자리에 심한 악취를 풍기는 직원이 있어.,anxiety,2
집들이 준비에 친구들이 도와줘서 느긋하게 준비할 수 있었어.,joy,0
나만 빼고 친구들 모두 결혼을 한다고 해. 정말 외롭다.,neutral,4
드디어 계약직에서 정규직으로 전환이 됐어. 그래서 그런지 마음이 느긋해.,joy,0
업무 능력과 상관없이 학벌 때문에 다른 직원에게 승진을 밀렸어.,anger,3
어려운 친구에게 돈을 빌려주고 싶어. 근데 남편이 화를 내더라고.,anger,3
아르바이트를 하고 있는데 일부 막돼먹은 손님들 때문에 너무 스트레스받아.,neutral,4
회사 일이 너무 많아서 스트레스야.,anxiety,2
회사가 나를 기계부품처럼 가차없이 교체한다는 걸 느껴서 너무 슬퍼졌어.,sad,1
친구가 생겨서 행복해.,joy,0
요즘 직장에서 스트레스를 많이 받네.,sad,1
취업 준비하는데 학점이 많이 낮아. 학교 다닐 때 열심히 좀 할 걸 너무 후회된다.,sad,1
내 주변에는 나와 성격과 성향이 비슷한 사람들이 많아서 좋은 것 같아.,joy,0
다른 사람 모두 이성 친구가 있는데 나만 없어. 나 정말 한심한 것 같아.,neutral,4
진로를 어떻게 결정해야 좋을지 혼란스러워.,anxiety,2
남자친구가 바람을 피워서 헤어졌어. 치가 떨리고 화가 나.,neutral,4
이번 기말고사 성적이 올라서 너무 기뻐.,joy,0
사람들은 왜 생각 없이 말하는 걸까? 친구들 만나고 들어와서 기분만 나빠졌어.,neutral,4
남편과 이혼을 준비 중인데 공동명의로 해둔 재산이 많아서 번거롭네.,anger,3
대학교 졸업하면 바로 취업할 생각이야.,joy,0
퇴직금으로 적립한 펀드 수익률이 많이 올랐어.,joy,0
나는 아주 신뢰하는 친구들이 몇 명 있어.,joy,0
보험 가입 전화를 받았는데 은근히 화가 나네.,anger,3
업무가 너무 많아 스트레스를 많이 받아서 미칠 것 같아,anger,3
이번 면접도 탈락이야. 마음이 아파.,neutral,4
나는 혼자가 좋아. 다른 사람을 만나는 건 번거롭고 불필요한 일이야.,sad,1
나는 혈압이 너무 낮아서 종종 어지럽고 머리도 아파.,anxiety,2
부모님이 진로 문제로 나한테 계속 화를 내셔.,neutral,4
마누라가 아이를 갖자고 하는 데 나는 아이가 필요하나 싶어.,anxiety,2
결혼은 남자 여자가 같이하는데 왜 출산과 육아는 여자의 몫일까?,sad,1
또 면접에서 떨어졌어. 언제까지 취업준비생으로 남아야 하는지 모르겠어.,anxiety,2
아무래도 나이가 드니까 몸도 예전 같지 않고 이곳저곳 고장이 나는 거 같아.,anger,3
내 업무 능력이 떨어지고 있는 것 같아서 신경 쓰여.,anxiety,2
이번엔 꼭 되는 줄 알았어. 졸업만 하면 쉬운 줄 알았는데 취업이 정말 어렵다.,sad,1
엄마가 나보고 맨날 공부하라고 강요하고 짜증 나게 해서 계속 참다가 오늘 처음으로 화냈는데 엄청나게 혼났어.,neutral,4
취업하려 하는데 코로나 십구 때문에 회사들이 갑자기 사람을 뽑지 않아서 큰일이야.,neutral,4
살을 빼는 게 너무 힘들어서 울고 싶어.,sad,1
친구 생일에 깜짝 축하를 해 주려고 집 앞에서 말없이 기다렸는데 다른 친구와 놀고 있대.,sad,1
어제 친구가 나를 험담하는 걸 우연히 듣게 되었어.,sad,1
나 앞으로 취업 못 할까 봐 두렵고 앞으로 진로도 두렵고 직장도 아무 곳도 못 들어갈까 봐 두려워.,anxiety,2
내 제안이 또 받아들여지지 않았어. 난 무능한 것 같아.,neutral,4
나 오늘 출근 첫날이어서 걱정 많이 했는데 생각보다 좋은 분들이 많아서 안심이었어.,joy,0
나는 이번에 꼭 승진 할 수 있을 거야.,joy,0
엄마 아빠가 재혼해서 나를 낳았대. 갑자기 불안하고 혼란스러워.,neutral,4
친구랑 술 마시다가 사소한 일로 다퉜는데 너무 후회되네.,sad,1
아들이 성격이 너무 내성적이어서 사회에 잘 적응할지 걱정스러워. 여러 사람이랑 어울리기보단 혼자 있는걸 더 선호해서 걱정이야.,anxiety,2
요즈음 사는 기분이 나.,joy,0
나와 내 동생이 배다른 형제래. 정말 혼란스러워.,neutral,4
그녀에게 잘해주지 못하고 헤어진 게 후회가 돼.,sad,1
취업에 계속 실패하고 있어. 면접까지 가면 다행이고 어떤 곳은 서류 전형에서 탈락하기도 해.,sad,1
친구가 희망퇴직을 신청했다며 앞으로 희망이 없다면서 좌절하고 있어.,anger,3
인간관계가 요즘 편해진 것 같아.,joy,0
아빠가 나를 따로 불러내더니 다른 데서 살고 싶지 않으냐고 물었어. 나를 다른 데로 보내 버리려는 걸까?,anxiety,2
휴가 중인 직원의 업무까지 하려니 업무량도 많거니와 성가셔서 이번 주에 힘들었어.,anger,3
동기가 너무 일을 안 해서 내가 그 일까지 하고 있어. 너무 짜증 나.,anger,3
내 남자친구는 기념일을 항상 잊어버려서 짜증 나.,anger,3
내 친구가 아직 젊은 나이인데 심장마비로 죽었다는 소식을 들었어.,neutral,4
새로 부임한 부장님이 정말 귀찮게 해.,anger,3
병실에 힘없이 누워 계신 할머니를 보니 말 잘 들을 걸 하고 후회가 되더라.,sad,1
요즘 코로나 때문에 운동을 못 해서 스트레스받고 있어. 내 건강을 위해서 꾸준하게 운동을 해야 하는데 걱정이 많이 생겼어.,anxiety,2
이 나이 먹도록 연애 한 번 못 해봤어. 스스로가 정말 한심해.,neutral,4
상사가 너무 구역질 나는 요구를 해. 매일 분노가 치밀어.,anger,3
고혈압이 있어 병원에 갔는데 검사비가 얼마나 나올지 걱정이야.,anxiety,2
오랜만에 형제들을 만나서 술 한잔해서 기분이 좋아.,joy,0
같이 근무하던 동료가 몸이 아파서 휴직계를 냈대.,sad,1
친구들과 더는 가깝게 지내고 싶지 않아.,anxiety,2
나 오늘 콘서트 갔다가 새 친구를 사귀었어.,joy,0
사람들이 은퇴 후엔 생활비로 한 사람당 백만 원은 있어야 한다고 하던데 나는 없어.,anxiety,2
내일이 자격증 시험 합격 발표일이야.,anxiety,2
남편은 항상 술을 마시고 들어와 속상해.,anger,3
낯을 많이 가리는 편인데 이번에 사귄 친구는 나랑 잘 맞는 것 같아서 좋아.,joy,0
얼마 전에 여자친구랑 헤어졌어. 기분이 너무 우울해. 열심히 할 무언가를 찾아야 할 것 같아.,sad,1
따돌림을 당하고 있는데 다들 내 잘못이라고만 해서 속상해.,anger,3
요즘 회사에서 너무 혼란스러워.,anxiety,2
이제 이주 뒤면 출산 예정일이야.,anxiety,2
일이 참 귀찮게 됐어.,anger,3
어깨가 뭉치고 아프다고 하니 딸이 안마기를 사줬어.,joy,0
너무 입사하고 싶었던 회사에서 드디어 연락이 왔어.,joy,0
사람들이 자꾸 나를 너무 힘들게 해.,sad,1
가족들에게 버림받을까 봐 불안해.,anxiety,2
나 차였어.,sad,1
남편이 맨날 술을 먹고 늦게 들어와서 너무너무 화가 나.,anger,3
나는 예전부터 옷에 관심이 많았어. 지금도 시내에 나가면 다들 옷 어디서 샀냐고 물어봐.,joy,0
남자 친구가 사람이 많은 길에서 프로포즈를 해서 많이 부끄러웠어.,neutral,4
회사에서 나를 참 신뢰하는 것 같아. 그건 기분이 좋아.,joy,0
엄마와 관계가 너무 안 좋아.,anxiety,2
은퇴해서 새로운 사업을 하자는 사람이 있는데 그동안 혼자 일했던 터라 동업이 조심스럽네.,anxiety,2
다음 달에 중요한 시험을 앞두고 있는데 밤마다 위층 집 아이들 노는 소리 때문에 공부에 집중할 수가 없어.,anxiety,2
오래 사귄 사람과 헤어졌는데 후회되네. 다시 붙잡고 싶어.,sad,1
