text,emotion,label_id,emotion_code
나 오늘 첫 출근 했는데 너무 당황스러웠어!,anxiety,2,E50
버스 타고 카드를 찍으려고 하는데 지갑을 바꿔서 가져오느라고 교통 카드를 안 가져온 거야.,anxiety,2,E50
이번에 직장을 이직했는데 글쎄 만나고 싶지 않은 사람을 만나서 아주 당황스럽더라고.,anxiety,2,E50
정말 다시는 만나고 싶지 않았던 사람인데. 이제 어떻게 해야 할지 막막함에 너무 힘들어.,anxiety,2,E50
코로나 때문에 뭘 할 수가 없어. 취직 준비를 해야 하는데 시험이 줄줄이 취소되니 말이야. 마비라는 말이 이럴 때 참 어울리는 것 같아.,anxiety,2,E25
자격증 시험은 못 보지만 공부는 계속해서 할 수 있지. 주어진 상황이 이러니 일단 공부라도 열심히 해봐야겠네.,anxiety,2,E25
오늘 회사에서 큰 실수를 한 것 같아.,anxiety,2,E25
중요한 발표가 있었는데 많은 사람 앞에서 말을 해야 해서 몸이 굳어버렸어.,anxiety,2,E25
요즘 취업 관련해서 떠올리기만 해도 온몸이 마비될 것 같아.,anxiety,2,E25
현재 취업 준비생인데 취업 문이 갈수록 좁아진 데 비해 나 같은 취업 준비생들은 점점 늘어나니 내가 정말 취업을 할 수 있을지를 생각하면 온몸이 얼어붙는 기분이야.,anxiety,2,E25
어제도 야근 오늘도 야근이야. 너무 힘들어.,anxiety,2,E25
솔직히 말하자면 굳이 야근할 일이 아니야. 근데 상사가 자꾸 야근을 시키니 미치겠어.,anxiety,2,E25
우리 회사는 정말 사내 분위기가 좋아.,joy,0,E64
즐거운 일이 매일 생길 거 같은 기분이야. 내가 원하는 진로로 취업해서 더 그런 거 같아.,joy,0,E64
오늘 내가 다니는 회사가 참 좋은 직장이라는 생각이 들었어.,joy,0,E64
회사에서 내가 제안한 프로젝트를 항상 긍정적으로 검토해주시고 의견에 귀를 기울여주시거든. 이렇게 서로 존중하면서 소통할 수 있는 우리 회사가 아주 좋아.,joy,0,E64
회사에서 전공시험을 봤어. 오늘 시험 결과가 나왔어.,joy,0,E64
열심히 준비한 만큼 원하던 점수가 나왔어.,joy,0,E64
우리 부모님은 나를 버린 거나 다름없어. 내가 진로에 대해 걱정을 할 때 나를 걱정 해주거나 돌봐 주지를 않았어.,sad,1,E49
솔직히 말해보고 부모님의 의견도 들어보고 싶었는데 나 보고 알아서 하래. 나도 잘 모르겠는데 말이지.,sad,1,E49
계속 취업이 안 되니까 버려진 기분이야.,sad,1,E49
내가 능력이 없어서 취업이 안 되나 봐. 진짜 살기 싫어.,sad,1,E49
이번에 중소기업에 취업하게 되었어. 친구들에게 말하기가 조금 부끄러워.,sad,1,E56
요즘같이 어려울 때 취업할 수 있어서 다행이긴 해. 오래 준비하고 공부했거든.,sad,1,E56
저번 주에 친구와 같은 회사에서 같이 면접을 봤는데 나만 떨어져서 너무 창피해.,sad,1,E56
친구가 위로해주는데 그게 나를 더 부끄럽게 만드는 것 같아서 마음이 좋지 않네.,sad,1,E56
요즘 청년 실업률이 너무 심각한 거 같아. 취업해야 하는데 기업들이 채용을 많이 하지를 않아.,anger,3,E10
기업들이 채용을 늘려야 청년들이 직장을 다니고 경제도 활성화가 될 텐데 채용의 기회조차 줄어드니 화가 나는 거지. 복지도 좋지만 기업 채용을 늘려주는 정책들이 생겼으면 좋겠어.,anger,3,E10
직장에서 부당한 일을 겪어서 너무 화가 나.,anger,3,E10
이미 주변 사람에게 말해봤는데 반응은 다 나보고 그냥 참고 넘어가라는 말밖에 없어. 내 이야기에 공감해 주는 사람이 없어서 더 화가 나는 것 같아.,anger,3,E10
오늘 엄마랑 진로 문제로 크게 싸웠어. 그래서 너무 화가 나.,anger,3,E10
나는 미술 쪽으로 가고 싶은데 엄마는 안정적인 공무원으로 진로를 잡기를 원하셔. 자식이 고생하지 않기를 바라는 엄마의 마음은 한편으로는 이해가 되지만 그래도 속상해.,anger,3,E10
오늘 면접은 너무 망했어!,anger,3,E10
낙하산이 있었던 것 같아. 모두 그 사람한테만 말을 걸고 웃고!,anger,3,E10
부모님이 자꾸 취업하라고 잔소리해. 나도 아는데 자꾸 잔소리하니까 화가 나.,anger,3,E10
나도 취업하려고 면접까지 봤는데 떨어졌어. 이런 속상함을 부모님께 이야기해볼까?,anger,3,E10
이제 주변 친구들은 하나둘씩 다 취업에 성공하는데 아직 나만 못해서 불안해. 이러다 나만 못하는 것은 아닐까 걱정돼.,anxiety,2,E30
최대한 주변 소식을 듣지 않게 휴대전화를 잘 안 보고 있어. 취업 성공에만 집중하려고 노력하고 있기도 해.,anxiety,2,E30
나는 내 꿈이 무엇인지 몰라서 불안해.,anxiety,2,E30
꿈은 모르겠지만 컴퓨터로 무언가를 작업할 때가 가장 재미있는 것 같아.,anxiety,2,E30
코로나 때문에 출근하는 것이 불안해.,anxiety,2,E30
사장님께 재택근무를 요청해야겠어.,anxiety,2,E30
내년이 졸업인데 취업 문제 때문에 걱정이야.,anxiety,2,E30
학점은 그다지 나쁘지는 않은데 워낙 실업률이 높아서 어찌 될지 모르겠어.,anxiety,2,E30
직장 생활 육 개월 차인데 아직도 적응하기가 힘들어. 사회생활이 이렇게 괴롭고 슬픈 일이 많을 줄 몰랐어.,sad,1,E22
입사하고 나서 정시에 퇴근한 적이 거의 없고 항상 야근만 했어. 근데 회사에서는 야근 수당도 주지 않아.,sad,1,E22
이번 면접에 또 떨어져서 비통한 마음이야.,sad,1,E22
아니 지나간 건 잊어버릴래. 아직 두 번의 면접이 남아 있거든.,sad,1,E22
나 너무 우울해. 회사에서 큰 실수를 했어.,sad,1,E40
해야 하는 일이 있었는데 잊고 있다가 상사에게 크게 혼이 났어. 이렇게 혼난 건 처음이라 상처받았어.,sad,1,E40
요즘 직장에서 너무 성가신 일이 많아서 스트레스를 많이 받고 있어. 새로 들어온 신입 직원이 일 처리를 제대로 못 해서 계속 내가 그 일을 다시 마무리해야 하는 게 너무 귀찮아.,anger,3,E19
내일 신입 직원과 함께 진중한 대화를 나눠볼 생각이야.,anger,3,E19
내 업무가 아닌 일을 자꾸 사수가 시키네. 정말 성가셔.,anger,3,E19
꾹 참고하는 데 이젠 한계에 온 것 같아.,anger,3,E19
회사 동료가 자꾸 나한테 뭔가를 물어봐.,anger,3,E19
물어보는 동안은 내 업무에 집중을 못 하게 되니까 성가셔.,anger,3,E19
일이 참 귀찮게 됐어.,anger,3,E19
낙하산으로 들어온 신입사원이 우리 팀으로 배정받았어. 얘는 능력도 없는데 어떻게 가르치지?,anger,3,E19
왜 일은 나만 많을까?,anger,3,E19
회사에서 다른 사람이 못한 일을 자꾸 나에게 넘겨.,anger,3,E19
우리 신입은 오늘도 그냥 넘어가는 법이 없어.,anger,3,E19
일을 말끔하게 끝내질 못해서 항상 실수하니까 내가 손 봐줘야 하는 게 성가셔.,anger,3,E19
실습생 하나 담당하게 되었는데 기간이 꽤 길어서 신경 쓰이고 성가시네.,anger,3,E19
아무래도 실습생이 보고 있으니 더 잘해야 하고 방법도 설명해 주어야 하고 그렇지.,anger,3,E19
가족들 아니면 다 남이라는 말이 맞나 봐.,sad,1,E40
결국에는 다 자기 생각만 하더군. 나는 상처만 받고.,sad,1,E40
결혼 못 한 친구 중에 부끄러워하는 친구들이 있어. 갑자기 나도 조금 부끄럽네.,sad,1,E56
그동안 결혼에 대해 너무 아무 생각 없이 살았는데 생각 좀 해봐야겠어.,sad,1,E56
결혼 준비하면서 참 행복했는데 날짜가 다가올수록 초조해지고 불안해져.,anxiety,2,E30
막연한 두려움이 생겨. 서로가 함께하는 한평생에 대한 불안과 걱정.,anxiety,2,E30
그 사람이 날 배신해서 나 상처받았어.,sad,1,E40
어떻게 그 사람이 날 배신 할 수 있지? 상처가 커.,sad,1,E40
그 사람한테 배신당하니깐 너무 비통해.,sad,1,E22
어떻게 그 사람이 날 배신할 수가 있지? 정말 비통해.,sad,1,E22
나 면접에서 또 떨어졌어. 벌써 몇 번째인지 모르겠고 정말 고통스러워.,sad,1,E22
응 너무 힘들어. 매사에 자신도 없어지고 고통스러워.,sad,1,E22
나 어떡해. 내 여자친구가 너무 부끄럽다.,sad,1,E56
응. 여자친구가 영국이 섬인 걸 모르더라고.,sad,1,E56
나 어제 여자친구랑 헤어졌어. 너무 화가 나,anger,3,E10
여자친구가 바람을 피웠어.,anger,3,E10
나 화가 나. 친구들이 나만 빼놓고 여행을 갔다네.,anger,3,E18
내가 일정이 안된다고 했거든 그랬더니 일정 조율도 안 해보고 자기들끼리만 갔대.,anger,3,E18
나는 사람들 앞에서 발표하는 게 너무 부끄러워.,sad,1,E56
응. 다 나만 보는 것 같아서 더 그런 것 같아.,sad,1,E56
나를 괴롭혔던 친구에게서 연락이 와서 너무 두려워.,anxiety,2,E31
맞아. 나를 다시 해코지할까 봐 걱정돼.,anxiety,2,E31
난 사람들 만나는 것보다 집에 혼자 있는 게 더 좋은데 대인관계가 꼭 필요할까?,neutral,4,E66
내가 필요한 사람만 필요한 때에 만나면 되지 그렇지 않은 사람을 꼭 만날 필요는 없잖아.,neutral,4,E66
난 왜 혼자인 것 같지?,sad,1,E49
내가 저녁 먹자고 하면 나올 친구가 없어.,sad,1,E49
남들은 취업 때문에 정신없을 텐데 나는 마음이 느긋해,neutral,4,E66
나는 이미 정해진 직장이 있거든. 그래서 졸업하고 가기만 하면 돼.,neutral,4,E66
내가 특정 지역 혐오를 하는 사이트의 회원이라는 이야기가 여기저기에 돌고 있더라. 아니 내가 그 지역 출신인데 말이나 되는 소리냐고. 진짜 황당하네.,anxiety,2,E50
이걸 뭐 대놓고 말하기도 애매하고 그래서 내 소셜 네트워크 서비스 계정에 올려놓으려고. 내가 이 고향 출신이니까 이상한 소문 믿지 말라는 식으로.,anxiety,2,E50
내가 합격 통보를 받은 회사 중에 한 군데를 골라 내일 출근하겠다고 이야기했는데 다른 좋은 조건의 회사가 또 합격 통보를 해왔어.,anxiety,2,E35
연봉 높은 곳을 가라고 하는데 갑작스러운 상황이라 당혹스럽네.,anxiety,2,E35
대학수학능력시험을 잘 봐서 서울대에 지원했어.,neutral,4,E66
시험을 한 개만 틀려서 느긋하게 기다리고 있어.,neutral,4,E66
대학에 입학해서 새로운 친구들을 사귀어야 하는데 두려워.,anxiety,2,E31
예전에 나를 괴롭혔던 친구들을 생각하면 새로운 친구를 사귀기가 겁이 나.,anxiety,2,E31
동생이 내 비밀을 알아버렸어.,anxiety,2,E31
다른 사람들한테 말할까 봐 두려워. 그래도 형제니까 말 안 하겠지?,anxiety,2,E31
동생이 취업이 어려워. 비통한 마음을 감출 수가 없네.,sad,1,E22
포기하지 말라고 격려해줘야겠어.,sad,1,E22
동업하는 친구가 내게 부탁한 일이 있는데 거의 다 해서 느긋하게 마무리하는 중이야.,neutral,4,E66
맞아. 열심히 했으니 친구도 만족스러워하겠지?,neutral,4,E66
비대면 사회에서 사람 만나기가 힘드네. 걱정이 많이 돼.,anxiety,2,E37
마음을 편하게 먹고 비대면 만남에 도전해 봐야지.,anxiety,2,E37
사람들이 내 치부를 알까 봐 두려워.,anxiety,2,E31
딱 한 사람만 아는데 그 사람이 얘기하고 다닐까 봐 겁나.,anxiety,2,E31
사람을 만나도 즐겁지가 않아. 그저 기계적으로 반응하고 있는 것 같네.,anxiety,2,E25
사람들과 잠시 떨어져서 혼자만의 시간을 즐겨봐야겠어. 혼자 지내다 보면 다시 사람이 그립고 생각날 때가 올 것 같아.,anxiety,2,E25
새로운 사람을 만나는 것이 두려워. 어떤 말을 해야 할지 모르겠어.,anxiety,2,E31
그런 것 같아. 부담이 크니까 행동이 경직되고 말도 잘 나오질 않아.,anxiety,2,E31
새로운 친구를 만나지 못하니 불안해. 이래도 되나 싶고.,anxiety,2,E30
친구 사귄 지 너무 오래돼서 조만간 어떻게 다가가야 할지조차도 잊어버릴 것 같아.,anxiety,2,E30
새롭게 만나는 사람들과 어울리는 게 너무 걱정돼.,anxiety,2,E37
어떤 이야기로 대화를 풀어나가야 할지 모르겠어.,anxiety,2,E37
성가신 친구가 하나 있는데 너무 귀찮아.,anger,3,E19
자꾸 본인의 부탁을 들어달라고 보채. 그래서 너무 화가 나.,anger,3,E19
소개팅을 많이 했는데도 연애로 이어지지를 않네. 다들 내가 마음에 안 드나 봐.,sad,1,E49
한동안은 소개팅하지 않고 자연스러운 만남을 가지거나 아예 연애를 포기할까 해.,sad,1,E49
아내가 아기를 낳았는데 너무 고통스러워했어. 아내의 모습을 보니 아무것도 할 수 없는 내가 부끄러워졌어.,sad,1,E56
아내의 건강이 아직 다 회복되지 않았으니 아내를 잘 간호해야겠어.,sad,1,E56
아내가 나보고 왜 본인에게만 육아를 맡기냐며 화를 내더라. 너무 속상했어.,sad,1,E40
퇴근 시간에 맞춰서 왜 집에 못 오냐는 거야. 자기도 육아하느라 힘든데 퇴근하고 와서 도와주라고.,sad,1,E40
아는 사람한테 배신당하니깐 비통하다.,sad,1,E22
어떻게 그 사람이 날 배신할 수가 있지? 너무 비통해.,sad,1,E22
아빠가 집에 들어오면 가만두지 않을 거래.,anxiety,2,E31
아빠가 좋아하는 가구를 망가뜨렸거든. 무서워서 집에 못 가겠어.,anxiety,2,E31
어제 부인 앞에서 그만 방귀가 나왔지 뭐야. 그것도 소리가 제법 컸어.,sad,1,E56
그런데도 부인은 모른 척해주더라고. 그래서 아주 고마웠어.,sad,1,E56
어제 여자친구와 술을 먹었는데 너무 많이 먹어서 기억이 나지 않아.,sad,1,E56
그래서 친구한테 물어봤는데 대답이 없어. 내가 뭐 실수한 건 아닌지.,sad,1,E56
어제 회사 동료들과 술 마셨는데 내가 취해서 주사 부린 게 소문났나 봐.,anxiety,2,E50
아니. 기억은 잘 안 나지만 화장실에서 잠들고 그런 것 같아.,anxiety,2,E50
어쩜 이렇게 취업 시장이 얼어붙을 수 있지. 이래서 밥 벌어 먹고살 수 있겠냐고.,anger,3,E10
젊은 사람 모두가 분노하고 있다고. 우리 모두의 문제니까 말이야.,anger,3,E10
어휴 지금 만나고 있는 여자랑 결혼 생각 중인데 결혼하지 말까 생각 중이야.,anxiety,2,E25
다름 아닌 집값 문제지 뭐긴 뭐겠어. 장인 장모 쪽에서 우린 못 보태주니 나 보고 알아서 하라고 하네.,anxiety,2,E25
여자친구 부모님이 결혼을 반대하셔. 우리 집이 가난하다고.,sad,1,E22
여자친구랑 이야기해 보고 싶은데 연락이 안 돼. 이러다 진짜 헤어지는 건 아니겠지?,sad,1,E22
여자친구가 삼 일째 연락을 안 해. 왠지 헤어지자고 할 것 같아서 걱정이야.,anxiety,2,E37
심하게 말다툼을 하기는 했는데 이렇게 오래 연락 안 한 적이 없어서 불안하네.,anxiety,2,E37
여자친구가 전화로 헤어지자고 그랬어. 어떻게 그럴 수 있지?,anger,3,E10
내가 화가 나는 건 아무 일도 없었거든. 결혼까지 생각했는데 도대체 뭐가 문제인 거지?,anger,3,E10
오늘 누가 나한테 반갑게 인사를 했는데 난 그 사람의 이름이 생각나지 않는 거야. 진땀 나는 순간이었어.,anxiety,2,E50
그냥 나도 반가운 척하면서 얼버무려버렸지.,anxiety,2,E50
오늘 발표를 정말 잘한 것 같아!,joy,0,E64
발표할 때 버벅거린 것도 없었고 무엇보다 사람들 반응이 좋았어! 처음으로 만족스러운 발표야.,joy,0,E64
오늘 어떤 사람이 내 머리를 때리고 가서 너무 당황했어.,anxiety,2,E50
그 사람 말로는 자기 친구인 줄 알고 때렸다는데 정말 황당했어.,anxiety,2,E50
오늘 여자친구와 이별을 했어. 너무 괴로워.,sad,1,E49
그녀가 더는 나를 사랑하지 않는대. 내가 어떡하면 그녀를 붙잡을 수 있을까?,sad,1,E49
오늘 정기 발령이 났거든. 그런데 우리 집에서 두 시간 넘게 떨어진 곳으로 발령이 났어. 이거 어떻게 출퇴근하라는 것인지 모르겠다.,anxiety,2,E35
너무 당황해서 말도 안 나오더라. 아니 내 거주지도 아는데 왜 이렇게 발령을 냈는지 모르겠어. 일단 다시 한번 찾아가 얘기해보고 안되면 노조에 말을 하려고.,anxiety,2,E35
오늘 회사에서 부장님이 자기 아이 만들기 숙제를 나보고 하래서 못한다고 했더니 시말서를 써오래. 어이가 없어.,anger,3,E10
이걸 사장님께 말씀드려도 달라지는 건 없어 보이고 예전에는 이것보다 더했다고 할 것 같아.,anger,3,E10
오랜 기간 연애하다가 결혼에 골인해서 만족감이 들어.,joy,0,E64
사랑하는 사람과 평생 함께할 수 있어서 좋은 것 같네.,joy,0,E64
올해도 취업을 못 할까 봐 두려워.,anxiety,2,E31
사 년 동안 취업에 실패하면서 자신감이 떨어졌거든.,anxiety,2,E31
요즘은 크게 고민도 없고 평온해. 이런 기분 좋다.,neutral,4,E66
다니고 싶은 직장에 취직도 했고 일도 잘 맞아. 생활에 여유도 생겨서 너무 좋아.,neutral,4,E66
이번 주에 중요한 발표가 있었거든. 그런데 발표를 맡을 부장이 병가를 내서 결국 내가 하게 됐어. 나 울렁증이 심해서 긴장하면 굳어 버리는데 어떡해.,anxiety,2,E25
병원에 가면 긴장 완화제를 처방해 준다던데 가볼까 해.,anxiety,2,E25
지금까지 힘들게 일했는데 은퇴해서 돈이 없다고 하니 자식이 화를 내서 상처를 받았어.,sad,1,E40
너무 화가 나. 도와줬던 건 기억 못 하고 더 받을 생각만 하니.,sad,1,E40
앞으로는 자식보다 나를 생각하며 살아야겠어. 자식 위해 살아도 필요 없다는 말 이제 알겠어.,sad,1,E40
친구한테 은퇴할 거라고 얘기했더니 앞으로 뭘 먹고 살 거냐면서 비웃더라고. 기분이 나빴어.,sad,1,E40
아주 나쁜 친구야. 은퇴를 내가 하고 싶어 하는 것도 아닌데 말이야.,sad,1,E40
은퇴 후 조금 쉬며 즐기려고 해. 내가 잘할 수 있는 일이 분명 있을 테니까.,sad,1,E40
친구한테 은퇴한다고 했더니 그게 말이나 되는 거냐며 날 한심한 사람 취급해서 서운했어.,sad,1,E40
맞아. 그동안 내가 얼마나 힘들게 일했는지 알고 있으면서 그런 말을 하다니.,sad,1,E40
감정을 추스르고 나중에 연락을 해야겠어. 지금은 많이 서운해.,sad,1,E40
그동안 열심히 달려와서 좀 쉬려고 하는데 은퇴한다고 하니 주변에서 다 말려서 기분이 좋지 않아.,sad,1,E40
응. 그렇지만 내 결정에 다들 냉담하게 반응하니 기분이 좋지 않아.,sad,1,E40
일단 여행을 다녀 보려고. 그동안 너무 앞만 보고 달려왔어.,sad,1,E40
많은 고민 후 은퇴를 결심했는데 주변에서 다들 섣부른 생각이라고 해서 마음이 안 좋아.,sad,1,E40
힘들게 결심했는데 다들 반대하니까 조금 더 고민해 보는 게 좋을까 싶어.,sad,1,E40
한 달 정도 더 고민을 해 보려고. 지금 너무 마음이 지쳤어.,sad,1,E40
프리랜서로 일하면서 요즘 일이 없는데 가족들은 내가 열심히 하지 않은 탓이라고 해서 기분이 나빴어.,sad,1,E40
정말 열심히 했는데 정기적으로 수입이 발생하지 않더라고. 가족들에게 많이 서운해.,sad,1,E40
속상하지만 현실을 받아들이고 다른 일을 찾아봐야지.,sad,1,E40
오늘 은퇴하고 왔는데 가족들이 그동안 고생했다며 나를 격려해주지 않아서 마음이 아팠어.,sad,1,E40
그동안 표현하지 않았지만 힘든 일이 많았는데 가족들은 내가 편하게 일한 줄 아는 것 같아.,sad,1,E40
가족들은 안 해 주지만 스스로 나를 격려해 줘야겠어. 그동안 고생 많았다고.,sad,1,E40
앞으로 노후를 위해 준비할 것들이 많은데 의지할 사람은 없고 막막해.,sad,1,E40
많이 외로웠어. 나 혼자서 감당하기에 힘든 일들이 많아서 이제 서로 의지하며 살고 싶어.,sad,1,E40
새로운 친구를 좀 사귀어 볼까?,sad,1,E40
아프긴 해도 혼자 사니까 다른 사람 신경 쓰지 않아도 되고 모은 돈으로 살 수 있어서 좋아.,neutral,4,E66
혼자 살아서 돈을 넉넉하게 모을 수 있었어. 병원비가 꽤 나가더라고.,neutral,4,E66
내가 좋아하는 취미 생활을 찾는 것이 가장 중요한 것 같아.,neutral,4,E66
경제적으로 여유 있어 아픈 것만 빼면 삶이 너무 즐거워.,neutral,4,E66
어릴 때 열심히 일해서 벌어 두길 정말 잘한 것 같아.,neutral,4,E66
건강을 위해 운동을 꾸준히 하며 관리하고 있어.,neutral,4,E66
건강 검진을 받아도 경제적으로 여유로워 마음이 편해.,neutral,4,E66
맞아. 검사비가 많이 나오니까 전에는 그런 점들이 걱정이었어.,neutral,4,E66
재테크에 성공해서 경제적인 여유가 생겼어.,neutral,4,E66
만성 질환을 앓고 있어도 경제적으로 여유로워 약값 걱정이 안 돼.,neutral,4,E66
그래서 약을 꾸준히 먹고 있어. 만성 질환엔 꾸준히 약을 먹는 게 중요하더라고.,neutral,4,E66
당연하지. 계속 잘 관리해서 건강하게 오래오래 살 거야.,neutral,4,E66
아들이 병원 갈 때 함께 가주고 병원비도 내줘서 너무 든든해.,neutral,4,E66
아들이 병원 예약이 있는 날마다 항상 함께 가 줘. 병원비도 부담될 텐데 전혀 내색하지 않아.,neutral,4,E66
아들을 위해서 더욱 건강하게 관리해야지.,neutral,4,E66
내가 가지고 있는 질환은 보험이 잘 돼서 다행이야. 친구는 질병 보험이 안 돼서 돈이 많이 든다더라고.,neutral,4,E66
그러게 말이야. 나는 다행히도 혜택을 많이 받아서 보험을 잘 들어 놓은 것 같아.,neutral,4,E66
주변 사람이 잘 소개해줬지. 나도 친구에게 내 보험을 소개시켜 줘야겠어.,neutral,4,E66
나는 앞으로 건강 관리에 최선을 다할 거야. 돈 걱정은 없어서 많은 투자를 할 수 있어.,neutral,4,E66
돈보다도 더 건강이 더 중요하니까 앞으로 최선을 다해보려고 해.,neutral,4,E66
운동을 열심히 하고 나에게 맞는 영양제를 꾸준히 챙겨 먹어야지.,neutral,4,E66
나는 예전부터 세계 여행이 내 꿈이었어. 만성 질환이 치료만 된다면 내 꿈을 이룰 거야.,neutral,4,E66
지금 치료 중이라 당장은 어렵지만 언젠가는 꼭 꿈을 이루고 말 거야.,neutral,4,E66
나는 스페인에 가장 먼저 가고 싶어. 친구들이 스페인이 제일 멋있었다고 하더라고.,neutral,4,E66
자식들이 그래도 잘 풀려서 경제적으로 넉넉해서 다행이야. 경제적으로 기댈 수 있어서 많은 도움이 돼.,neutral,4,E66
자식들이 없었으면 나는 지금 너무 쓸쓸할 거야. 보고만 있어도 마음이 든든해.,neutral,4,E66
안 그래도 반찬이라도 해서 나눠 주고 있어.,neutral,4,E66
암에 걸리고 나니 욕심이 많이 줄어들어. 수술 후 도시를 떠나 전원생활을 하려고 해.,neutral,4,E66
전원생활을 하며 그동안 바쁘게만 지냈던 나에게 휴식을 주려고 해.,neutral,4,E66
조용히 거실에 누워 자연의 소리를 듣고 싶어. 너무 행복하겠지?,neutral,4,E66
만성 질환은 악화되지만 않으면 관리하며 오래오래 지낼 수 있어.,neutral,4,E66
요즘은 내가 가진 질환이 나의 동반자 같은 느낌도 들어. 평생 관리해야 하니까.,neutral,4,E66
나는 긍정적으로 지내려고 많이 노력해. 긍정의 힘을 믿거든!,neutral,4,E66
반 애들이 나만 따돌려서 너무 화가 나.,anger,3,E18
도대체 나한테 왜 이러는 걸까?,anger,3,E18
글쎄. 처음부터 날 따돌린 건 아니었는데 무슨 오해를 하고 있나?,anger,3,E18
친구들이 내 말을 무시하는 게 화가 나.,anger,3,E18
왜 내 말을 무시한 거지?,anger,3,E18
또 그러면 다음에는 직접 물어봐야겠어.,anger,3,E18
친구들이 내 이름을 가지고 놀리는 게 짜증 나.,anger,3,E18
유치하게 왜 사람 이름을 가지고 놀려?,anger,3,E18
이름을 가지고 놀리는 건 유치하다고 직접 말해 주고 싶어.,anger,3,E18
애들이 우리 부모님까지 욕하는 게 너무 화가 나.,anger,3,E18
자기들은 얼마나 잘난 부모를 두었길래 남의 부모를 욕해?,anger,3,E18
나한테 크게 상처 주려고 그러겠지.,anger,3,E18
친구들이 내 용돈을 뺏어 가는 게 너무 싫어.,anger,3,E18
난 왜 이렇게 바보 같을까? 걔들한테 돈이나 뺏기고.,anger,3,E18
또 돈을 가져가려고 하면 경찰에 신고해야겠어.,anger,3,E18
